County,POE Name,Status,Geometry,Crossing Types,Lane Types,Delay,Year,Month,Date
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2015,November,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,57,2019,November,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,43,2021,October,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,2,2017,May,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,16,2011,November,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,4,2014,February,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,2,2017,January,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,66,2022,March,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,,2014,September,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,90,2013,May,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,3,2017,June,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,29,2019,June,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,,2016,August,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,5,2012,April,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,6,2020,November,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,32,2014,February,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,2,2015,January,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,62,2019,July,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Ready,11,2016,October,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,48,2012,April,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2018,October,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Ready,16,2020,November,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,3,2021,May,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Ready,24,2017,December,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,37,2021,August,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,28,2021,March,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,,2016,January,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,34,2017,January,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2015,October,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,SENTRI,13,2017,December,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,2,2015,November,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,SENTRI,,2015,March,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,0,2012,April,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,35,2022,March,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,3,2012,July,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,50,2012,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,45,2015,December,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,13,2020,March,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,36,2014,January,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2013,September,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,15,2014,December,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,SENTRI,,2018,December,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,0,2017,July,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,33,2021,February,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,1,2020,October,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,3,2018,May,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,38,2021,February,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,7,2013,May,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,18,2012,May,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,,2015,December,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,14,2018,August,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,,2016,September,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2016,March,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,0,2012,March,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,53,2020,December,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,59,2016,July,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,74,2013,November,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,7,2020,November,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,36,2012,June,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Standard,,2014,January,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,SENTRI,10,2019,December,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,89,2012,June,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,3,2020,March,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,20,2012,June,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,12,2013,August,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,21,2012,April,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,64,2013,October,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Ready,8,2022,February,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,51,2021,February,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Standard,14,2021,October,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,19,2022,February,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,26,2018,June,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,,2014,May,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,,2015,November,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,3,2019,October,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,19,2014,May,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,0,2020,April,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,31,2016,September,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,,2013,October,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,,2013,January,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,,2012,November,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,FAST,13,2012,June,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,80,2021,August,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,,2012,November,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,16,2017,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,8,2020,January,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,SENTRI,10,2021,June,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,89,2013,January,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,3,2017,July,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,10,2015,February,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,7,2012,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,7,2013,November,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,,2014,August,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,,2019,February,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,40,2012,June,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,42,2017,December,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,8,2017,March,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,18,2014,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,38,2018,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,11,2014,April,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Commercial,Standard,15,2017,February,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,8,2017,June,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Ready,8,2019,June,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2016,April,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,19,2017,December,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,21,2020,December,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,13,2013,November,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,,2019,February,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,4,2022,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Ready,53,2019,March,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,36,2012,October,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,SENTRI,9,2017,September,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,53,2019,October,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,34,2022,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,82,2019,August,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,SENTRI,8,2022,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,100,2012,December,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,,2013,November,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,31,2012,February,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,,2014,November,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,,2014,December,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,9,2021,April,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,16,2017,January,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,7,2012,September,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,10,2018,March,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,,2014,July,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,9,2012,December,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,SENTRI,10,2021,March,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,,2012,October,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,49,2015,November,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Passenger,Standard,29,2016,February,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,,2013,May,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Pedestrian,Standard,,2014,September,
San Diego,Tecate,Existing,POINT (-116.62749875679889 32.57652396492499),Pedestrian,Standard,3,2019,January,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Commercial,Standard,,2018,December,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Ready,11,2020,November,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,SENTRI,,2014,March,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,Standard,,2016,January,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,SENTRI,7,2016,December,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Ready,15,2018,March,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Pedestrian,Standard,10,2012,March,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Pedestrian,Standard,0,2018,May,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Pedestrian,Standard,36,2021,March,
San Diego,San Ysidro,Existing,POINT (-117.0294681170711 32.54316318124256),Passenger,Standard,52,2016,June,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Ready,75,2019,December,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,SENTRI,2,2012,August,
Imperial,Calexico East,Existing,POINT (-115.38766748631362 32.67336532617336),Passenger,Standard,55,2020,January,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,,2014,April,
Imperial,Andrade,Existing,POINT (-114.72822550381008 32.718470005577316),Passenger,Standard,,2014,September,
Imperial,Calexico West,Existing,POINT (-115.49633142030937 32.665128403179615),Passenger,SENTRI,5,2012,February,
